rank,ItemCode,profit,profit_pos,weight,cum_profit_pct
97,SKU-10117,214103701.0,214103701.0,0.0012433641497275392,0.39448667471088006
98,SKU-00327,213759123.23,213759123.23,0.001241363083683328,0.39572803779456345
99,SKU-10499,211293346.0,211293346.0,0.0012270435787206534,0.3969550813732841
100,SKU-00345,210664296.0,210664296.0,0.0012233904974580081,0.39817847187074207
101,SKU-11008,207667443.0,207667443.0,0.001205986876853601,0.3993844587475957
102,SKU-10509,204774954.41,204774954.41,0.0011891893315542697,0.40057364807914997
103,SKU-11014,202764372.0,202764372.0,0.0011775132788891794,0.4017511613580392
104,SKU-04163,202510623.0,202510623.0,0.0011760396826451366,0.4029272010406843
105,SKU-09400,202175858.81,202175858.81,0.0011740956069915423,0.40410129664767586
106,SKU-06651,201657409.69,201657409.69,0.0011710848180782492,0.4052723814657541
107,SKU-09442,199186159.73,199186159.73,0.001156733531337626,0.4064291149970917
108,SKU-00208,198657043.55,198657043.55,0.0011536607956204013,0.4075827757927121
109,SKU-08296,198216695.1,198216695.1,0.0011511035606283815,0.40873387935334055
110,SKU-04182,198070839.87,198070839.87,0.0011502565357372414,0.40988413588907774
111,SKU-05978,197486673.47,197486673.47,0.0011468641069476268,0.4110309999960254
112,SKU-02700,195812111.0,195812111.0,0.001137139422451504,0.4121681394184769
113,SKU-13555,194074696.6,194074696.6,0.0011270497380224602,0.4132951891564994
114,SKU-03565,192321913.56,192321913.56,0.001116870803309947,0.4144120599598093
115,SKU-03687,192059063.0,192059063.0,0.0011153443515881255,0.41552740431139745
116,SKU-11011,191438638.0,191438638.0,0.001111741358276979,0.4166391456696744
117,SKU-09487,190680513.26,190680513.26,0.0011073387014413668,0.4177464843711157
118,SKU-00323,188877175.0,188877175.0,0.0010968661774642308,0.41884335054857996
119,SKU-00637,188226243.0,188226243.0,0.001093086020890896,0.4199364365694709
120,SKU-00248,186995568.5,186995568.5,0.0010859391264367742,0.42102237569590767
121,SKU-05036,186446140.0,186446140.0,0.0010827484310095216,0.4221051241269172
122,SKU-05957,186364423.85,186364423.85,0.0010822738809158556,0.42318739800783306
123,SKU-07065,182973653.44,182973653.44,0.0010625826642387981,0.42424998067207187
124,SKU-09691,182565780.0,182565780.0,0.0010602140213309297,0.4253101946934028
125,SKU-11007,180295804.34,180295804.34,0.0010470315945759708,0.42635722628797873
126,SKU-14625,179168492.42,179168492.42,0.0010404849575008437,0.4273977112454796
127,SKU-14998,178531159.0,178531159.0,0.001036783771943798,0.42843449501742337
128,SKU-14838,176699609.63,176699609.63,0.0010261474176235423,0.42946064243504695
129,SKU-06985,175877732.12,175877732.12,0.0010213745294080261,0.4304820169644549
130,SKU-10074,174809292.0,174809292.0,0.001015169778461948,0.4314971867429169
131,SKU-13631,173749399.0,173749399.0,0.0010090146631949438,0.43250620140611185
132,SKU-04168,173419479.0,173419479.0,0.0010070987191997576,0.4335133001253116
133,SKU-01068,173180852.14,173180852.14,0.0010057129417400485,0.43451901306705165
134,SKU-02988,172135813.16,172135813.16,0.0009996440882044442,0.4355186571552561
135,SKU-06675,170666597.69,170666597.69,0.000991111915079501,0.4365097690703356
136,SKU-15968,170390327.0,170390327.0,0.0009895075286538478,0.43749927659898946
137,SKU-11004,169842836.0,169842836.0,0.0009863280848678739,0.43848560468385733
138,SKU-07783,169407480.0,169407480.0,0.0009837998425243715,0.4394694045263817
139,SKU-09352,167776472.91,167776472.91,0.0009743280971309677,0.4404437326235127
140,SKU-09580,163198870.94,163198870.94,0.0009477445950493284,0.44139147721856203
141,SKU-09659,163151565.45,163151565.45,0.0009474698779375896,0.4423389470964996
142,SKU-11949,162437806.0,162437806.0,0.0009433248635940066,0.4432822719600936
143,SKU-01667,162158227.0,162158227.0,0.0009417012648239102,0.4442239732249175
144,SKU-11077,161496965.0,161496965.0,0.0009378611188547514,0.4451618343437723
145,SKU-13726,160153392.78,160153392.78,0.0009300585936152749,0.44609189293738755
146,SKU-15601,158520202.37,158520202.37,0.0009205741690304199,0.44701246710641795
147,SKU-01470,157626828.41,157626828.41,0.0009153860795720124,0.44792785318599
148,SKU-15008,156937131.0,156937131.0,0.0009113808006826302,0.44883923398667264
149,SKU-00608,156596119.54,156596119.54,0.0009094004452659329,0.4497486344319385
150,SKU-03350,156374056.0,156374056.0,0.0009081108559533336,0.45065674528789185
151,SKU-00437,156132256.99,156132256.99,0.0009067066568709758,0.45156345194476283
152,SKU-02506,154726091.44,154726091.44,0.0008985406334660281,0.4524619925782289
153,SKU-15201,153856564.0,153856564.0,0.0008934910278728004,0.4533554836061017
154,SKU-13727,153295724.81,153295724.81,0.0008902340671600651,0.4542457176732618
155,SKU-04949,152456785.82,152456785.82,0.0008853620978335066,0.4551310797710953
156,SKU-10991,150455373.0,150455373.0,0.0008737392957167273,0.456004819066812
157,SKU-12279,149830850.0,149830850.0,0.0008701125040954078,0.4568749315709074
158,SKU-07691,149358722.0,149358722.0,0.0008673707157632082,0.4577423022866706
159,SKU-14574,149218972.17,149218972.17,0.0008665591467537003,0.45860886143342433
160,SKU-01651,148952013.68,148952013.68,0.0008650088390552296,0.4594738702724795
161,SKU-04940,148202104.57,148202104.57,0.0008606538928372373,0.4603345241653168
162,SKU-09285,147809217.69,147809217.69,0.0008583722813601414,0.46119289644667694
163,SKU-07700,147723639.0,147723639.0,0.0008578753003428602,0.4620507717470198
164,SKU-06655,146896278.28,146896278.28,0.0008530705694889048,0.4629038423165087
165,SKU-11071,146562316.0,146562316.0,0.0008511311507662304,0.46375497346727496
166,SKU-05965,146364234.04,146364234.04,0.0008499808296525763,0.4646049542969275
167,SKU-01074,146116887.37,146116887.37,0.0008485444136513766,0.46545349871057884
168,SKU-08645,145767362.51,145767362.51,0.0008465146183777183,0.4663000133289565
169,SKU-10981,141867386.0,141867386.0,0.0008238662897656244,0.46712387961872215
170,SKU-06772,141550469.0,141550469.0,0.0008220258580757527,0.4679459054767979
171,SKU-07055,140765830.5,140765830.5,0.0008174692279155109,0.4687633747047134
172,SKU-10989,140033538.0,140033538.0,0.0008132165866143017,0.4695765912913277
173,SKU-15146,138638066.11,138638066.11,0.0008051126644874324,0.47038170395581513
174,SKU-07771,138260578.37,138260578.37,0.0008029204804164168,0.47118462443623155
175,SKU-09416,137430141.17,137430141.17,0.0007980978835240813,0.4719827223197556
176,SKU-14286,136835998.92,136835998.92,0.000794647521993486,0.47277736984174906
177,SKU-07689,136591251.0,136591251.0,0.0007932261977098466,0.4735705960394589
178,SKU-11270,135760375.27,135760375.27,0.0007884010541428016,0.47435899709360174
179,SKU-14558,135164256.58,135164256.58,0.0007849392148347154,0.4751439363084365
180,SKU-04248,134064967.0,134064967.0,0.0007785553118589277,0.4759224916202954
181,SKU-15603,132083806.82,132083806.82,0.000767050122872588,0.476689541743168
182,SKU-07567,131851183.39,131851183.39,0.0007656992091242608,0.4774552409522923
183,SKU-11398,131439017.0,131439017.0,0.0007633056357733329,0.4782185465880656
184,SKU-14561,131030771.58,131030771.58,0.0007609348326664848,0.4789794814207321
185,SKU-12532,130998073.0,130998073.0,0.0007607449422445579,0.4797402263629767
186,SKU-13634,130204067.0,130204067.0,0.0007561339122135144,0.48049636027519016
187,SKU-11074,130113692.27,130113692.27,0.0007556090791592585,0.4812519693543495
188,SKU-01313,129448318.83,129448318.83,0.0007517450568298319,0.48200371441117934
189,SKU-10668,129258000.04,129258000.04,0.0007506398187634171,0.4827543542299427
190,SKU-06779,129117181.0,129117181.0,0.00074982204053204,0.4835041762704747
191,SKU-07126,128817490.13,128817490.13,0.0007480816461249454,0.4842522579165997
192,SKU-12060,127439163.0,127439163.0,0.0007400772887409559,0.4849923352053407
193,SKU-07396,127208490.31,127208490.31,0.0007387377035225424,0.4857310729088632
194,SKU-00100,125957128.52,125957128.52,0.0007314706717955902,0.4864625435806588
195,SKU-04260,125639824.0,125639824.0,0.0007296279896613168,0.48719217157032013
196,SKU-05409,124351791.0,124351791.0,0.0007221479972633059,0.4879143195675834
197,SKU-11139,122775524.0,122775524.0,0.000712994143924738,0.48862731371150814
198,SKU-12064,122721470.12,122721470.12,0.0007126802368963599,0.4893399939484045
199,SKU-06821,122630244.71,122630244.71,0.0007121504636892251,0.49005214441209377
200,SKU-03089,122516129.47,122516129.47,0.0007114877624015273,0.4907636321744953
201,SKU-03163,122058139.31,122058139.31,0.0007088280767295269,0.4914724602512248
202,SKU-09473,121982104.72,121982104.72,0.0007083865211520022,0.49218084677237683
203,SKU-10859,121904480.26,121904480.26,0.0007079357327244544,0.49288878250510126
204,SKU-14280,121749741.75,121749741.75,0.0007070371199727007,0.49359581962507393
205,SKU-07010,121292636.0,121292636.0,0.0007043825703337651,0.4943002021954077
206,SKU-07585,120658163.86,120658163.86,0.0007006980010844137,0.4950009001964921
207,SKU-02487,120319599.63,120319599.63,0.0006987318574633741,0.4956996320539555
208,SKU-15364,120314333.0,120314333.0,0.0006987012725696928,0.4963983333265252
209,SKU-09438,119950021.66,119950021.66,0.0006965856077895907,0.49709491893431484
210,SKU-04270,119857559.0,119857559.0,0.0006960486495021091,0.4977909675838169
211,SKU-09631,118788593.74,118788593.74,0.0006898408489111787,0.49848080843272813
212,SKU-00591,118476328.4,118476328.4,0.0006880274308004919,0.4991688358635286
213,SKU-06920,118372560.54,118372560.54,0.00068742481983947,0.499856260683368
214,SKU-06909,118165442.2,118165442.2,0.0006862220217677679,0.5005424827051358
215,SKU-09614,117757782.36,117757782.36,0.000683854619298907,0.5012263373244347
216,SKU-13074,117444885.0,117444885.0,0.0006820375308592803,0.5019083748552939
217,SKU-00990,116866490.48,116866490.48,0.0006786786211010279,0.502587053476395
218,SKU-05980,116826656.56,116826656.56,0.0006784472936282201,0.5032655007700232
219,SKU-06833,116815701.0,116815701.0,0.0006783836714186059,0.5039438844414418
220,SKU-06681,116584276.84,116584276.84,0.00067703972218942,0.5046209241636312
221,SKU-14434,115576030.65,115576030.65,0.0006711845353762533,0.5052921086990074
222,SKU-02863,115493433.14,115493433.14,0.0006707048669617837,0.5059628135659692
223,SKU-04184,113706882.0,113706882.0,0.0006603298308052117,0.5066231433967744
224,SKU-05909,113434750.69,113434750.69,0.0006587494829957528,0.5072818928797702
225,SKU-10364,112875968.96000001,112875968.96000001,0.0006555044705678512,0.507937397350338
226,SKU-13632,112840284.0,112840284.0,0.0006552972373451594,0.5085926945876832
227,SKU-14615,112771910.27,112771910.27,0.0006549001706701412,0.5092475947583534
228,SKU-07698,112525783.0,112525783.0,0.0006534708360890062,0.5099010655944424
229,SKU-07138,111601528.12,111601528.12,0.0006481034119032714,0.5105491690063456
230,SKU-13552,111593061.0,111593061.0,0.0006480542408080952,0.5111972232471538
231,SKU-15283,111573870.0,111573870.0,0.0006479427929382734,0.511845166040092
232,SKU-14275,111219990.15,111219990.15,0.0006458877069367429,0.5124910537470287
233,SKU-11948,110537995.0,110537995.0,0.0006419271573720343,0.5131329809044007
234,SKU-15118,110138849.11,110138849.11,0.0006396091979541488,0.5137725901023549
235,SKU-06929,110023732.0,110023732.0,0.0006389406785080779,0.514411530780863
236,SKU-06689,109426839.0,109426839.0,0.0006354743425505163,0.5150470051234135
237,SKU-03904,109400916.34,109400916.34,0.0006353238019201628,0.5156823289253336
238,SKU-04879,109313145.28,109313145.28,0.0006348140891553769,0.516317143014489
239,SKU-09664,108589642.25,108589642.25,0.0006306124909320877,0.516947755505421
240,SKU-12180,108529787.0,108529787.0,0.0006302648936151082,0.5175780203990362
241,SKU-00670,108354771.02,108354771.02,0.0006292485235376875,0.518207268922574
242,SKU-15955,107854327.0,107854327.0,0.000626342295618659,0.5188336112181926
243,SKU-13643,107758080.94,107758080.94,0.0006257833659971831,0.5194593945841898
244,SKU-03901,107649983.0,107649983.0,0.0006251556089681002,0.5200845501931579
245,SKU-05415,107441936.15,107441936.15,0.0006239474187614594,0.5207084976119193
246,SKU-05914,106493452.0,106493452.0,0.0006184392879669581,0.5213269368998863
247,SKU-14291,106453571.3,106453571.3,0.000618207688828716,0.521945144588715
248,SKU-02892,105714461.93,105714461.93,0.0006139154599270508,0.5225590600486419
249,SKU-01622,105682955.1,105682955.1,0.0006137324903533787,0.5231727925389954
250,SKU-15980,105669761.0,105669761.0,0.0006136558682732779,0.5237864484072687
251,SKU-08277,105652639.6,105652639.6,0.0006135564391888963,0.5244000048464577
252,SKU-04214,105226579.65,105226579.65,0.0006110821817847018,0.5250110870282423
253,SKU-15189,104639277.0,104639277.0,0.0006076715398544626,0.5256187585680967
254,SKU-10998,104178660.0,104178660.0,0.0006049965993378807,0.5262237551674346
255,SKU-12533,103835544.0,103835544.0,0.0006030040222287259,0.5268267591896634
256,SKU-09497,103738862.88,103738862.88,0.0006024425660838669,0.5274292017557473
257,SKU-01021,103340694.03,103340694.03,0.0006001302806291272,0.5280293320363764
258,SKU-08289,102585647.04,102585647.04,0.0005957454972071644,0.5286250775335835
259,SKU-05053,101995695.0,101995695.0,0.0005923194694777576,0.5292173970030613
260,SKU-03149,101777829.7,101777829.7,0.0005910542605989552,0.5298084512636602
261,SKU-12001,101697106.0,101697106.0,0.0005905854739589085,0.5303990367376191
262,SKU-13629,100756464.0,100756464.0,0.0005851228848720995,0.5309841596224912
263,SKU-13849,100238519.19,100238519.19,0.0005821150246376263,0.5315662746471288
264,SKU-10498,100189392.0,100189392.0,0.0005818297283698012,0.5321481043754986
265,SKU-05046,99724372.2,99724372.2,0.0005791292194783949,0.532727233594977
266,SKU-11001,99708308.0,99708308.0,0.0005790359298702249,0.5333062695248473
267,SKU-09293,99305540.0,99305540.0,0.0005766969357775564,0.5338829664606248
268,SKU-14631,99242389.02,99242389.02,0.0005763301991719516,0.5344592966597967
269,SKU-05825,99242142.0,99242142.0,0.0005763287646530207,0.5350356254244498
270,SKU-06988,99207810.0,99207810.0,0.0005761293884732112,0.535611754812923
271,SKU-15022,99140506.0,99140506.0,0.0005757385340398576,0.5361874933469628
272,SKU-09518,98984898.0,98984898.0,0.000574834871899936,0.5367623282188628
273,SKU-04731,98790612.41,98790612.41,0.0005737065974409407,0.5373360348163038
274,SKU-03920,98478585.13,98478585.13,0.0005718945618157882,0.5379079293781196
275,SKU-13662,98084455.0,98084455.0,0.0005696057304145531,0.5384775351085341
276,SKU-09748,98006857.52,98006857.52,0.0005691550986679249,0.5390466902072021
277,SKU-00113,97089321.96000001,97089321.96000001,0.0005638266955806556,0.5396105169027827
278,SKU-15010,96959137.0,96959137.0,0.0005630706726284987,0.5401735875754112
279,SKU-05309,96724720.0,96724720.0,0.0005617093430833981,0.5407352969184946
280,SKU-00312,96232946.94,96232946.94,0.0005588534700193178,0.541294150388514
281,SKU-04423,96170789.0,96170789.0,0.0005584925002936385,0.5418526428888076
282,SKU-13652,96139811.0,96139811.0,0.0005583126017937509,0.5424109554906014
283,SKU-05042,95218945.0,95218945.0,0.0005529648578465176,0.5429639203484479
284,SKU-14316,94088762.26,94088762.26,0.0005464015490620664,0.5435103218975099
285,SKU-06758,93726487.79,93726487.79,0.0005442977129945173,0.5440546196105044
286,SKU-06058,93509860.0,93509860.0,0.0005430396907059595,0.5445976593012104
287,SKU-14851,93433489.0,93433489.0,0.0005425961814950708,0.5451402554827055
288,SKU-00083,93386389.76,93386389.76,0.0005423226621386941,0.5456825781448441
289,SKU-06608,93218333.0,93218333.0,0.0005413467063307029,0.5462239248511748
290,SKU-15117,92629192.0,92629192.0,0.0005379253885528535,0.5467618502397277
291,SKU-04189,92287830.0,92287830.0,0.0005359429974456615,0.5472977932371733
292,SKU-13637,92007199.0,92007199.0,0.000534313289397307,0.5478321065265707
293,SKU-11122,91290634.0,91290634.0,0.0005301519823867873,0.5483622585089575
294,SKU-00674,91134727.84,91134727.84,0.000529246588742678,0.5488915050977001
295,SKU-03078,90679615.61,90679615.61,0.0005266036160698957,0.54941810871377
296,SKU-04173,90675246.0,90675246.0,0.0005265782404393161,0.5499446869542093
297,SKU-09702,90588058.0,90588058.0,0.0005260719136781246,0.5504707588678874
298,SKU-03384,90478900.0,90478900.0,0.0005254380005639559,0.5509961968684514
299,SKU-06295,90018659.03,90018659.03,0.0005227652437659133,0.5515189621122173
300,SKU-06710,89819313.33,89819313.33,0.0005216075837365692,0.5520405696959538
301,SKU-11300,89786207.37,89786207.37,0.000521415327537288,0.5525619850234911
302,SKU-10052,88590357.0,88590357.0,0.0005144706672088968,0.5530764556907
303,SKU-13551,88549550.0,88549550.0,0.0005142336887698463,0.5535906893794699
304,SKU-13650,87911462.0,87911462.0,0.000510528121141329,0.5541012175006111
305,SKU-08279,86391047.2,86391047.2,0.0005016986182125816,0.5546029161188237
306,SKU-04160,86251476.0,86251476.0,0.0005008880865608449,0.5551038042053846
307,SKU-05521,86092765.19,86092765.19,0.0004999664054763679,0.555603770610861
308,SKU-11557,86051131.6,86051131.6,0.0004997246267822645,0.5561034952376432
309,SKU-09430,86027608.35,86027608.35,0.0004995880202425436,0.5566030832578859
310,SKU-15596,85805886.68,85805886.68,0.0004983004162711592,0.557101383674157
311,SKU-13078,85696406.0,85696406.0,0.000497664629257838,0.5575990483034148
312,SKU-09515,85646802.0,85646802.0,0.0004973765640119079,0.5580964248674267
313,SKU-00203,85424557.0,85424557.0,0.000496085920906882,0.5585925107883336
314,SKU-09628,85354966.69,85354966.69,0.0004956817891883815,0.559088192577522
315,SKU-15193,85248149.3,85248149.3,0.0004950614686956803,0.5595832540462177
316,SKU-15389,85139188.06,85139188.06,0.0004944286982256087,0.5600776827444433
317,SKU-03138,85105014.08,85105014.08,0.0004942302397151437,0.5605719129841584
318,SKU-04166,84525140.0,84525140.0,0.0004908627377099904,0.5610627757218685
319,SKU-01328,84040948.75,84040948.75,0.00048805089448145247,0.5615508266163499
320,SKU-04596,83746884.11,83746884.11,0.00048634317327266057,0.5620371697896226
321,SKU-00308,83630734.31,83630734.31,0.0004856686566872699,0.5625228384463098
322,SKU-06406,83624990.08,83624990.08,0.0004856352982277177,0.5630084737445376
323,SKU-00910,83623652.84,83623652.84,0.00048562753247557137,0.563494101277013
324,SKU-13660,83306730.0,83306730.0,0.00048378706687107515,0.5639778883438842
325,SKU-04321,82756739.16,82756739.16,0.0004805931057674577,0.5644584814496516
326,SKU-09625,82748386.0,82748386.0,0.0004805445964720442,0.5649390260461237
327,SKU-13664,82304897.0,82304897.0,0.0004779691233680154,0.5654169951694917
328,SKU-04255,81927905.0,81927905.0,0.0004757798182072696,0.565892774987699
329,SKU-02830,81492988.17,81492988.17,0.00047325412625514804,0.5663660291139541
330,SKU-14492,81471913.0,81471913.0,0.00047313173644728847,0.5668391608504014
331,SKU-01334,81425029.0,81425029.0,0.0004728594670538891,0.5673120203174553
332,SKU-07416,81046325.99,81046325.99,0.0004706602255469526,0.5677826805430023
333,SKU-14306,80913223.68,80913223.68,0.00046988726067186197,0.5682525678036741
334,SKU-14326,80484876.86,80484876.86,0.0004673997227304333,0.5687199675264045
335,SKU-10508,80450398.59,80450398.59,0.00046719949711703944,0.5691871670235216
336,SKU-07128,80306538.82,80306538.82,0.0004663640604582118,0.5696535310839798
337,SKU-14472,79733554.0,79733554.0,0.00046303656644386935,0.5701165676504236
338,SKU-12471,79641118.0,79641118.0,0.0004624997629789717,0.5705790674134027
339,SKU-02526,79574123.86,79574123.86,0.00046211070799520083,0.5710411781213979
340,SKU-06367,79459891.23,79459891.23,0.00046144732498870584,0.5715026254463865
341,SKU-14699,79458546.58,79458546.58,0.00046143951620447593,0.571964064962591
342,SKU-03663,78997961.0,78997961.0,0.0004587647581532199,0.5724228297207442
343,SKU-12454,78411562.0,78411562.0,0.00045535936398847317,0.5728781890847328
344,SKU-02998,78177269.0,78177269.0,0.0004539987545484144,0.5733321878392811
345,SKU-01320,78124541.98,78124541.98,0.0004536925529924219,0.5737858803922735
346,SKU-02841,77808229.68,77808229.68,0.00045185563297608895,0.5742377360252495
347,SKU-01943,77801397.0,77801397.0,0.00045181595356224,0.5746895519788118
348,SKU-10206,77564156.9,77564156.9,0.00045043822943211035,0.5751399902082439
349,SKU-10054,77452241.0,77452241.0,0.00044978830036878926,0.5755897785086127
350,SKU-00316,77379287.34,77379287.34,0.0004493646366721239,0.5760391431452848
